[SpecialEvents.Burst].Name;Emission!
[StoryEvents.Event-Radar-3].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-3].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-4].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-4].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-4].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-5].Name;The Marked One continues his journey
[StoryEvents.Event-Radar-5].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-5].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-6].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-6].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-6].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-7].Name;The Marked One continues his journey
[StoryEvents.Event-Radar-7].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-7].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-8].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-8].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-8].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-9].Name;The Marked One continues his journey
[StoryEvents.Event-Radar-9].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-9].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-10].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-10].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-10].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-11].Name;The Marked One continues his journey
[StoryEvents.Event-Radar-11].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-11].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-12].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-12].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-12].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-13].Name;The Marked One continues his journey
[StoryEvents.Event-Radar-13].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-13].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-14].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-14].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-14].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-15].Name;The Marked One continues his journey
[StoryEvents.Event-Radar-15].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-15].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-16].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-16].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-16].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-17].Name;The Marked One continues his journey
[StoryEvents.Event-Radar-17].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-17].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-18].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-18].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-18].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-BrainMixerDisable-1].Name;Psi-emitter Severely Damaged!
[StoryEvents.Event-Radar-BrainMixerDisable-1].Desc-Owner;The Marked One has disabled the psi-emitter in territory %0:s at location %1:s!
[StoryEvents.Event-Radar-BrainMixerDisable-1].Desc-NonOwner;Rumors say that the stalker known as the Marked One disabled the psi-emitter in territory %0:s at location %1:s!
[StoryEvents.Event-Radar-SetFlag1-1].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag1-1].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag1-1.
[StoryEvents.Event-Radar-SetFlag1-1].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag1-1.
[StoryEvents.Event-Radar-Helicopter-1].Name;Helicopters
[StoryEvents.Event-Radar-Helicopter-1].Desc-Owner;Multiple military helicopters are flying towards us at CNPP! Alert! Everyone to arms!
[StoryEvents.Event-Radar-Helicopter-1].Desc-NonOwner;Multiple Military helicopters have headed towards CNPP!
[StoryEvents.Event-Radar-RadioFlood-1].Name;Radio Chatter
[StoryEvents.Event-Radar-RadioFlood-1].Desc-Owner;The radio waves are filled with various chatter about what's happening. Looks like something is about to go down.
[StoryEvents.Event-Radar-RadioFlood-1].Desc-NonOwner;The radio waves are filled with various chatter about what's happening. Looks like something is about to go down.
[StoryEvents.Event-Radar-SetFlag1-2].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag1-2].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag1-2.
[StoryEvents.Event-Radar-SetFlag1-2].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag1-2.
[StoryEvents.Event-Radar-19].Name;The Marked One continues his journey
[StoryEvents.Event-Radar-19].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-19].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-20].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-20].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-20].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-SoldiersIsDie-1].Name;Fate of Boar's Squad
[StoryEvents.Event-Radar-SoldiersIsDie-1].Desc-Owner;The Military squad that suddenly appeared in territory %0:s at location %1:s was destroyed by the Marked One!
[StoryEvents.Event-Radar-SoldiersIsDie-1].Desc-NonOwner;Reports indicate that there was a battle with a Military squad in territory %0:s at location %1:s. No survivors from that squad.
[StoryEvents.Event-Radar-SetFlag2-1].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag2-1].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag2-1.
[StoryEvents.Event-Radar-SetFlag2-1].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag2-1.
[StoryEvents.Event-Radar-SetFlag3-1].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag3-1].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag3-1.
[StoryEvents.Event-Radar-SetFlag3-1].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag3-1.
[StoryEvents.Event-Radar-SetFlag2-2].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag2-2].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag2-2.
[StoryEvents.Event-Radar-SetFlag2-2].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag2-2.
[StoryEvents.Event-Radar-SetFlag3-2].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag3-2].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag3-2.
[StoryEvents.Event-Radar-SetFlag3-2].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag3-2.
[StoryEvents.Event-Radar-Invasion-1].Name;Duty Squad
[StoryEvents.Event-Radar-Invasion-1].Desc-Owner;A Duty squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Radar-Invasion-1].Desc-NonOwner;We received intelligence that a Duty squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Radar-Invasion-2].Name;Freedom Squad
[StoryEvents.Event-Radar-Invasion-2].Desc-Owner;A Freedom squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Radar-Invasion-2].Desc-NonOwner;We received intelligence that a Freedom squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Radar-21].Name;The Marked One continues his journey
[StoryEvents.Event-Radar-21].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-21].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-22].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-22].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-22].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-SetFlag2-3].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag2-3].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag2-3.
[StoryEvents.Event-Radar-SetFlag2-3].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag2-3.
[StoryEvents.Event-Radar-SetFlag3-3].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag3-3].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag3-3.
[StoryEvents.Event-Radar-SetFlag3-3].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag3-3.
[StoryEvents.Event-Radar-SetFlag2-4].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag2-4].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag2-4.
[StoryEvents.Event-Radar-SetFlag2-4].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag2-4.
[StoryEvents.Event-Radar-SetFlag3-4].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag3-4].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag3-4.
[StoryEvents.Event-Radar-SetFlag3-4].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag3-4.
[StoryEvents.Event-Radar-AddUnits-1].Name;Reinforcements Arrived
[StoryEvents.Event-Radar-AddUnits-1].Desc-Owner;Reinforcements have arrived at territory %0:s at location %1:s from the base!
[StoryEvents.Event-Radar-AddUnits-1].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-AddUnits-1.
[StoryEvents.Event-Radar-AddUnits-2].Name;Reinforcements Arrived
[StoryEvents.Event-Radar-AddUnits-2].Desc-Owner;Reinforcements have arrived at territory %0:s at location %1:s from the base!
[StoryEvents.Event-Radar-AddUnits-2].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-AddUnits-2.
[StoryEvents.Event-Radar-Invasion-3].Name;Duty Squad
[StoryEvents.Event-Radar-Invasion-3].Desc-Owner;A Duty squad is assaulting territory %0:s at location %1:s again!
[StoryEvents.Event-Radar-Invasion-3].Desc-NonOwner;We received intelligence that a Duty squad is assaulting territory %0:s at location %1:s again!
[StoryEvents.Event-Radar-Invasion-4].Name;Freedom Squad
[StoryEvents.Event-Radar-Invasion-4].Desc-Owner;A Freedom squad is assaulting territory %0:s at location %1:s again!
[StoryEvents.Event-Radar-Invasion-4].Desc-NonOwner;We received intelligence that a Freedom squad is assaulting territory %0:s at location %1:s again!
[StoryEvents.Event-Radar-SetFlag1-3].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag1-3].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag1-3.
[StoryEvents.Event-Radar-SetFlag1-3].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag1-3.
[StoryEvents.Event-Radar-AddUnits-3].Name;Reinforcements Arrived
[StoryEvents.Event-Radar-AddUnits-3].Desc-Owner;Reinforcements have arrived at territory %0:s at location %1:s from the base!
[StoryEvents.Event-Radar-AddUnits-3].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-AddUnits-3.
[StoryEvents.Event-Radar-Invasion-5].Name;Military Squad
[StoryEvents.Event-Radar-Invasion-5].Desc-Owner;A Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Radar-Invasion-5].Desc-NonOwner;We received intelligence that a Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Radar-23].Name;The Marked One continues his journey
[StoryEvents.Event-Radar-23].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-23].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-24].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-24].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-24].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-Mickluha].Name;Miklukha Survived!
[StoryEvents.Event-Radar-Mickluha].Desc-Owner;Great news! Remnants of Miklukha's squad have been discovered in territory %0:s at location %1:s! Miklukha is alive and is being sent for extended treatment and rest. Soon he will be able to lead the faction again. This news has boosted morale among all fighters!
[StoryEvents.Event-Radar-Mickluha].Desc-NonOwner;Rumors say that remnants of Miklukha's squad, the Freedom leader who went to the Radar about a month ago and didn't return, were found in territory %0:s at location %1:s. Miklukha survived, but he needs treatment and rest, so Lukash continues to lead Freedom for now.
[StoryEvents.Event-Radar-SetFlag4-1].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag4-1].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag4-1.
[StoryEvents.Event-Radar-SetFlag4-1].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag4-1.
[StoryEvents.Event-Radar-SetFlag4-2].Name;Technical Event
[StoryEvents.Event-Radar-SetFlag4-2].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag4-2.
[StoryEvents.Event-Radar-SetFlag4-2].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag4-2.
[StoryEvents.Event-Radar-AddUnits-4].Name;Reinforcements Arrived
[StoryEvents.Event-Radar-AddUnits-4].Desc-Owner;Reinforcements have arrived at territory %0:s at location %1:s!
[StoryEvents.Event-Radar-AddUnits-4].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-AddUnits-4.
[StoryEvents.Event-Radar-Invasion-6].Name;Stalker Breakthrough
[StoryEvents.Event-Radar-Invasion-6].Desc-Owner;A Loner squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Radar-Invasion-6].Desc-NonOwner;We received intelligence that a Loner squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Radar-25].Name;The Marked One continues his journey
[StoryEvents.Event-Radar-25].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Radar-25].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Radar-26].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Radar-26].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Radar-26].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-SetFlag1-1].Name;Technical Event
[StoryEvents.Event-Pripyat-SetFlag1-1].Desc-Owner;If you see this, it's a bug in event Event-Pripyat-SetFlag1-1.
[StoryEvents.Event-Pripyat-SetFlag1-1].Desc-NonOwner;If you see this, it's a bug in event Event-Pripyat-SetFlag1-1.
[StoryEvents.Event-StartOperationMonolith].Name;Operation Monolith
[StoryEvents.Event-StartOperationMonolith].Desc-Owner;We received intelligence that the helicopters flying to CNPP are part of a large-scale Military operation codenamed "Monolith". It looks like the beginning of a massive assault!
[StoryEvents.Event-StartOperationMonolith].Desc-NonOwner;Military command is launching "Operation Monolith" in the northern Zone!
[StoryEvents.Event-Pripyat-Invasion-1].Name;Helicopter Shot Down in Pripyat
[StoryEvents.Event-Pripyat-Invasion-1].Desc-Owner;Territory %0:s at location %1:s is being assaulted by a Military squad, part of which survived the helicopter's emergency landing!
[StoryEvents.Event-Pripyat-Invasion-1].Desc-NonOwner;We received intelligence that territory %0:s at location %1:s is being assaulted by remnants of a Military squad who survived the emergency landing of a downed helicopter!
[StoryEvents.Event-Pripyat-SetFlag4-1].Name;Technical Event
[StoryEvents.Event-Pripyat-SetFlag4-1].Desc-Owner;If you see this, it's a bug in event Event-Pripyat-SetFlag4-1.
[StoryEvents.Event-Pripyat-SetFlag4-1].Desc-NonOwner;If you see this, it's a bug in event Event-Pripyat-SetFlag4-1.
[StoryEvents.Event-Pripyat-SetFlag4-2].Name;Technical Event
[StoryEvents.Event-Pripyat-SetFlag4-2].Desc-Owner;If you see this, it's a bug in event Event-Pripyat-SetFlag4-2.
[StoryEvents.Event-Pripyat-SetFlag4-2].Desc-NonOwner;If you see this, it's a bug in event Event-Pripyat-SetFlag4-2.
[StoryEvents.Event-Pripyat-Invasion-2].Name;Breakthrough Group
[StoryEvents.Event-Pripyat-Invasion-2].Desc-Owner;A Loner squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Pripyat-Invasion-2].Desc-NonOwner;We received intelligence that a Loner squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Pripyat-1].Name;The Marked One continues his journey
[StoryEvents.Event-Pripyat-1].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Pripyat-1].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-2].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Pripyat-2].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Pripyat-2].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-3].Name;The Marked One continues his journey
[StoryEvents.Event-Pripyat-3].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Pripyat-3].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-4].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Pripyat-4].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Pripyat-4].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-SetFlag2-1].Name;Technical Event
[StoryEvents.Event-Pripyat-SetFlag2-1].Desc-Owner;If you see this, it's a bug in event Event-Pripyat-SetFlag2-1.
[StoryEvents.Event-Pripyat-SetFlag2-1].Desc-NonOwner;If you see this, it's a bug in event Event-Pripyat-SetFlag2-1.
[StoryEvents.Event-Pripyat-SetFlag3-1].Name;Technical Event
[StoryEvents.Event-Pripyat-SetFlag3-1].Desc-Owner;If you see this, it's a bug in event Event-Pripyat-SetFlag3-1.
[StoryEvents.Event-Pripyat-SetFlag3-1].Desc-NonOwner;If you see this, it's a bug in event Event-Pripyat-SetFlag3-1.
[StoryEvents.Event-Pripyat-SetFlag2-2].Name;Technical Event
[StoryEvents.Event-Pripyat-SetFlag2-2].Desc-Owner;If you see this, it's a bug in event Event-Pripyat-SetFlag2-2.
[StoryEvents.Event-Pripyat-SetFlag2-2].Desc-NonOwner;If you see this, it's a bug in event Event-Pripyat-SetFlag2-2.
[StoryEvents.Event-Pripyat-SetFlag3-2].Name;Technical Event
[StoryEvents.Event-Pripyat-SetFlag3-2].Desc-Owner;If you see this, it's a bug in event Event-Pripyat-SetFlag3-2.
[StoryEvents.Event-Pripyat-SetFlag3-2].Desc-NonOwner;If you see this, it's a bug in event Event-Pripyat-SetFlag3-2.
[StoryEvents.Event-Pripyat-Invasion-3].Name;Duty Vanguard
[StoryEvents.Event-Pripyat-Invasion-3].Desc-Owner;A Duty squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Pripyat-Invasion-3].Desc-NonOwner;We received intelligence that a Duty squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Pripyat-Invasion-4].Name;Freedom Vanguard
[StoryEvents.Event-Pripyat-Invasion-4].Desc-Owner;A Freedom squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Pripyat-Invasion-4].Desc-NonOwner;We received intelligence that a Freedom squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-Pripyat-5].Name;The Marked One continues his journey
[StoryEvents.Event-Pripyat-5].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Pripyat-5].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-6].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Pripyat-6].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Pripyat-6].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-Helicopter].Name;Helicopter Shot Down!
[StoryEvents.Event-Pripyat-Helicopter].Desc-Owner;We managed to shoot down a helicopter of the faithless in territory %0:s at location %1:s! We shall avenge our brothers!
[StoryEvents.Event-Pripyat-Helicopter].Desc-NonOwner;Rumors say that a helicopter was shot down in territory %0:s at location %1:s!
[StoryEvents.Event-Pripyat-7].Name;The Marked One continues his journey
[StoryEvents.Event-Pripyat-7].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Pripyat-7].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-8].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Pripyat-8].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Pripyat-8].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-9].Name;The Marked One continues his journey
[StoryEvents.Event-Pripyat-9].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Pripyat-9].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-10].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Pripyat-10].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Pripyat-10].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-11].Name;The Marked One continues his journey
[StoryEvents.Event-Pripyat-11].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Pripyat-11].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-12].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Pripyat-12].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Pripyat-12].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-13].Name;The Marked One continues his journey
[StoryEvents.Event-Pripyat-13].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Pripyat-13].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-14].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Pripyat-14].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Pripyat-14].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Pripyat-SetFlag1-2].Name;Technical Event
[StoryEvents.Event-Pripyat-SetFlag1-2].Desc-Owner;If you see this, it's a bug in event Event-Radar-SetFlag1-2.
[StoryEvents.Event-Pripyat-SetFlag1-2].Desc-NonOwner;If you see this, it's a bug in event Event-Radar-SetFlag1-2.
[StoryEvents.Event-Pripyat-SetFlag1-3].Name;Technical Event
[StoryEvents.Event-Pripyat-SetFlag1-3].Desc-Owner;If you see this, it's a bug in event Event-Pripyat-SetFlag1-3.
[StoryEvents.Event-Pripyat-SetFlag1-3].Desc-NonOwner;If you see this, it's a bug in event Event-Pripyat-SetFlag1-3.
[StoryEvents.Event-OperationMonolith-HelicopterAttack-10].Name;Helicopter Attack
[StoryEvents.Event-OperationMonolith-HelicopterAttack-10].Desc-Owner;A Military helicopter opened fire on territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-HelicopterAttack-10].Desc-NonOwner;If you see this, it's a bug in event Event-OperationMonolith-HelicopterAttack-10.
[StoryEvents.Event-OperationMonolith-Reinforcement-6].Name;Owl Squad
[StoryEvents.Event-OperationMonolith-Reinforcement-6].Desc-Owner;Reinforcements have arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Reinforcement-6].Desc-NonOwner;We received intelligence that another Military squad has arrived at territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-10].Name;Owl Squad
[StoryEvents.Event-OperationMonolith-Invasion-10].Desc-Owner;A Military squad is assaulting territory %0:s at location %1:s!
[StoryEvents.Event-OperationMonolith-Invasion-10].Desc-NonOwner;We received intelligence that a Military squad is assaulting territory %0:s at location %1:s!
