[SpecialEvents.Burst].Name;Выброс!
[StoryEvents.Event-Agroprom-6].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Agroprom-6].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-Advisor-1].Name;Крот
[StoryEvents.Event-Agroprom-Advisor-1].Desc-Owner;Крот теперь доступен как кандидат в заместители!
[StoryEvents.Event-Agroprom-Advisor-1].Desc-NonOwner;Если вы это видите, то это баг ивента Event-Agroprom-Advisor-1
[StoryEvents.Event-Agroprom-7].Name;Меченый продолжает идти
[StoryEvents.Event-Agroprom-7].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Agroprom-7].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-8].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Agroprom-8].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Agroprom-8].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-9].Name;Меченый продолжает идти
[StoryEvents.Event-Agroprom-9].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Agroprom-9].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-10].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Agroprom-10].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Agroprom-10].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-11].Name;Меченый продолжает идти
[StoryEvents.Event-Agroprom-11].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Agroprom-11].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-12].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Agroprom-12].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Agroprom-12].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-13].Name;Меченый продолжает идти
[StoryEvents.Event-Agroprom-13].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Agroprom-13].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-14].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Agroprom-14].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Agroprom-14].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-Documents].Name;Меченый продолжает идти
[StoryEvents.Event-Agroprom-Documents].Desc-Owner;У нас кто-то украл важные документы с базы! Тревога!
[StoryEvents.Event-Agroprom-Documents].Desc-NonOwner;Ходят слухи, что сталкер Меченый выкрал какие-то важные документы с базы Военных на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-15].Name;Меченый продолжает идти
[StoryEvents.Event-Agroprom-15].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Agroprom-15].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-16].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Agroprom-16].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Agroprom-16].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-17].Name;Меченый продолжает идти
[StoryEvents.Event-Agroprom-17].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Agroprom-17].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-18].Name;Меченый напал на гарнизон территории
[StoryEvents.Event-Agroprom-18].Desc-Owner;Наши патрули наткнулись на сталкера с прозвищем Меченый. Мы проиграли бой на территории %0:s локации %1:s... Наши потери:
[StoryEvents.Event-Agroprom-18].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-19].Name;Меченый продолжает идти
[StoryEvents.Event-Agroprom-19].Desc-Owner;На нашей территории %0:s на локации %1:s замечен сталкер Меченый. Наш гарнизон пропустил его.
[StoryEvents.Event-Agroprom-19].Desc-NonOwner;Ходят слухи, что сталкер Меченый был замечен на территории %0:s локации %1:s
[StoryEvents.Event-Agroprom-20].Name;Меченый напал на гарнизон территории
